Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk,PRCP,TMAX,TMIN,AWND
17.0,43.0,8.0,83.0,39.0,11.0
13.0,31.0,8.0,83.0,39.0,11.0
6.0,13.0,8.0,83.0,39.0,11.0
3.0,8.0,8.0,83.0,39.0,11.0
2.0,6.0,30.0,128.0,67.0,31.0
2.0,0.0,30.0,128.0,67.0,31.0
1.0,0.0,30.0,128.0,67.0,31.0
3.0,1.0,30.0,128.0,67.0,31.0
3.0,0.0,30.0,128.0,67.0,31.0
17.0,4.0,30.0,128.0,67.0,31.0
45.0,25.0,30.0,128.0,67.0,31.0
117.0,46.0,30.0,128.0,67.0,31.0
174.0,106.0,30.0,128.0,67.0,31.0
117.0,60.0,30.0,128.0,67.0,31.0
33.0,28.0,30.0,128.0,67.0,31.0
29.0,25.0,30.0,128.0,67.0,31.0
26.0,14.0,30.0,128.0,67.0,31.0
20.0,29.0,30.0,128.0,67.0,31.0
27.0,26.0,30.0,128.0,67.0,31.0
38.0,39.0,30.0,128.0,67.0,31.0
64.0,88.0,30.0,128.0,67.0,31.0
81.0,193.0,30.0,128.0,67.0,31.0
57.0,153.0,30.0,128.0,67.0,31.0
41.0,63.0,30.0,128.0,67.0,31.0
15.0,26.0,30.0,128.0,67.0,31.0
8.0,20.0,30.0,128.0,67.0,31.0
19.0,20.0,30.0,128.0,67.0,31.0
5.0,12.0,30.0,128.0,67.0,31.0
6.0,11.0,74.0,117.0,78.0,36.0
3.0,8.0,74.0,117.0,78.0,36.0
4.0,4.0,74.0,117.0,78.0,36.0
0.0,0.0,74.0,117.0,78.0,36.0
2.0,2.0,74.0,117.0,78.0,36.0
5.0,1.0,74.0,117.0,78.0,36.0
4.0,9.0,74.0,117.0,78.0,36.0
13.0,9.0,74.0,117.0,78.0,36.0
29.0,15.0,74.0,117.0,78.0,36.0
39.0,36.0,74.0,117.0,78.0,36.0
34.0,29.0,74.0,117.0,78.0,36.0
32.0,26.0,74.0,117.0,78.0,36.0
46.0,31.0,74.0,117.0,78.0,36.0
41.0,32.0,74.0,117.0,78.0,36.0
51.0,30.0,74.0,117.0,78.0,36.0
43.0,43.0,74.0,117.0,78.0,36.0
29.0,42.0,74.0,117.0,78.0,36.0
34.0,22.0,74.0,117.0,78.0,36.0
15.0,19.0,74.0,117.0,78.0,36.0
14.0,10.0,74.0,117.0,78.0,36.0
14.0,13.0,74.0,117.0,78.0,36.0
3.0,13.0,74.0,117.0,78.0,36.0
6.0,8.0,74.0,117.0,78.0,36.0
11.0,11.0,74.0,117.0,78.0,36.0
6.0,2.0,0.0,144.0,61.0,28.0
6.0,3.0,0.0,144.0,61.0,28.0
0.0,6.0,0.0,144.0,61.0,28.0
4.0,2.0,0.0,144.0,61.0,28.0
1.0,1.0,0.0,144.0,61.0,28.0
3.0,3.0,0.0,144.0,61.0,28.0
2.0,4.0,0.0,144.0,61.0,28.0
7.0,3.0,0.0,144.0,61.0,28.0
36.0,21.0,0.0,144.0,61.0,28.0
41.0,29.0,0.0,144.0,61.0,28.0
73.0,62.0,0.0,144.0,61.0,28.0
61.0,44.0,0.0,144.0,61.0,28.0
55.0,75.0,0.0,144.0,61.0,28.0
64.0,54.0,0.0,144.0,61.0,28.0
65.0,36.0,0.0,144.0,61.0,28.0
64.0,61.0,0.0,144.0,61.0,28.0
39.0,51.0,0.0,144.0,61.0,28.0
41.0,27.0,0.0,144.0,61.0,28.0
16.0,26.0,0.0,144.0,61.0,28.0
14.0,17.0,0.0,144.0,61.0,28.0
10.0,11.0,0.0,144.0,61.0,28.0
2.0,13.0,0.0,144.0,61.0,28.0
9.0,8.0,0.0,144.0,61.0,28.0
9.0,7.0,0.0,144.0,61.0,28.0
2.0,2.0,91.0,144.0,89.0,42.0
1.0,1.0,91.0,144.0,89.0,42.0
3.0,0.0,91.0,144.0,89.0,42.0
0.0,2.0,91.0,144.0,89.0,42.0
2.0,0.0,91.0,144.0,89.0,42.0
22.0,11.0,91.0,144.0,89.0,42.0
64.0,38.0,91.0,144.0,89.0,42.0
227.0,58.0,91.0,144.0,89.0,42.0
275.0,115.0,91.0,144.0,89.0,42.0
25.0,168.0,91.0,144.0,89.0,42.0
0.0,65.0,91.0,144.0,89.0,42.0
1.0,55.0,91.0,144.0,89.0,42.0
3.0,41.0,91.0,144.0,89.0,42.0
2.0,47.0,91.0,144.0,89.0,42.0
11.0,55.0,91.0,144.0,89.0,42.0
38.0,40.0,91.0,144.0,89.0,42.0
65.0,96.0,91.0,144.0,89.0,42.0
112.0,268.0,91.0,144.0,89.0,42.0
84.0,219.0,91.0,144.0,89.0,42.0
35.0,51.0,91.0,144.0,89.0,42.0
16.0,27.0,91.0,144.0,89.0,42.0
6.0,13.0,91.0,144.0,89.0,42.0
4.0,12.0,91.0,144.0,89.0,42.0
1.0,6.0,91.0,144.0,89.0,42.0
3.0,0.0,99.0,161.0,106.0,51.0
3.0,0.0,99.0,161.0,106.0,51.0
2.0,0.0,99.0,161.0,106.0,51.0
2.0,3.0,99.0,161.0,106.0,51.0
1.0,0.0,99.0,161.0,106.0,51.0
22.0,6.0,99.0,161.0,106.0,51.0
59.0,26.0,99.0,161.0,106.0,51.0
156.0,71.0,99.0,161.0,106.0,51.0
217.0,110.0,99.0,161.0,106.0,51.0
115.0,5.0,99.0,161.0,106.0,51.0
48.0,0.0,99.0,161.0,106.0,51.0
43.0,0.0,99.0,161.0,106.0,51.0
28.0,0.0,99.0,161.0,106.0,51.0
35.0,0.0,99.0,161.0,106.0,51.0
51.0,0.0,99.0,161.0,106.0,51.0
44.0,44.0,99.0,161.0,106.0,51.0
87.0,95.0,99.0,161.0,106.0,51.0
103.0,224.0,99.0,161.0,106.0,51.0
95.0,185.0,99.0,161.0,106.0,51.0
41.0,72.0,99.0,161.0,106.0,51.0
23.0,35.0,99.0,161.0,106.0,51.0
11.0,22.0,99.0,161.0,106.0,51.0
8.0,13.0,99.0,161.0,106.0,51.0
3.0,8.0,99.0,161.0,106.0,51.0
3.0,2.0,130.0,189.0,100.0,67.0
2.0,3.0,130.0,189.0,100.0,67.0
3.0,0.0,130.0,189.0,100.0,67.0
1.0,1.0,130.0,189.0,100.0,67.0
1.0,1.0,130.0,189.0,100.0,67.0
12.0,3.0,130.0,189.0,100.0,67.0
52.0,28.0,130.0,189.0,100.0,67.0
157.0,42.0,130.0,189.0,100.0,67.0
298.0,0.0,130.0,189.0,100.0,67.0
155.0,0.0,130.0,189.0,100.0,67.0
75.0,0.0,130.0,189.0,100.0,67.0
34.0,0.0,130.0,189.0,100.0,67.0
37.0,0.0,130.0,189.0,100.0,67.0
29.0,8.0,130.0,189.0,100.0,67.0
18.0,13.0,130.0,189.0,100.0,67.0
31.0,28.0,130.0,189.0,100.0,67.0
43.0,93.0,130.0,189.0,100.0,67.0
105.0,192.0,130.0,189.0,100.0,67.0
67.0,174.0,130.0,189.0,100.0,67.0
29.0,71.0,130.0,189.0,100.0,67.0
25.0,42.0,130.0,189.0,100.0,67.0
16.0,24.0,130.0,189.0,100.0,67.0
9.0,9.0,130.0,189.0,100.0,67.0
6.0,15.0,130.0,189.0,100.0,67.0
2.0,5.0,69.0,144.0,83.0,64.0
1.0,2.0,69.0,144.0,83.0,64.0
2.0,2.0,69.0,144.0,83.0,64.0
0.0,1.0,69.0,144.0,83.0,64.0
3.0,1.0,69.0,144.0,83.0,64.0
14.0,7.0,69.0,144.0,83.0,64.0
47.0,17.0,69.0,144.0,83.0,64.0
37.0,104.0,69.0,144.0,83.0,64.0
0.0,194.0,69.0,144.0,83.0,64.0
0.0,110.0,69.0,144.0,83.0,64.0
0.0,55.0,69.0,144.0,83.0,64.0
0.0,33.0,69.0,144.0,83.0,64.0
0.0,18.0,69.0,144.0,83.0,64.0
2.0,33.0,69.0,144.0,83.0,64.0
20.0,22.0,69.0,144.0,83.0,64.0
33.0,43.0,69.0,144.0,83.0,64.0
64.0,82.0,69.0,144.0,83.0,64.0
70.0,193.0,69.0,144.0,83.0,64.0
58.0,150.0,69.0,144.0,83.0,64.0
34.0,58.0,69.0,144.0,83.0,64.0
9.0,20.0,69.0,144.0,83.0,64.0
12.0,26.0,69.0,144.0,83.0,64.0
11.0,11.0,69.0,144.0,83.0,64.0
3.0,12.0,69.0,144.0,83.0,64.0
1.0,3.0,0.0,111.0,72.0,37.0
2.0,1.0,0.0,111.0,72.0,37.0
0.0,3.0,0.0,111.0,72.0,37.0
1.0,1.0,0.0,111.0,72.0,37.0
3.0,1.0,0.0,111.0,72.0,37.0
13.0,5.0,0.0,111.0,72.0,37.0
44.0,30.0,0.0,111.0,72.0,37.0
126.0,63.0,0.0,111.0,72.0,37.0
221.0,98.0,0.0,111.0,72.0,37.0
148.0,7.0,0.0,111.0,72.0,37.0
66.0,0.0,0.0,111.0,72.0,37.0
51.0,24.0,0.0,111.0,72.0,37.0
29.0,31.0,0.0,111.0,72.0,37.0
35.0,39.0,0.0,111.0,72.0,37.0
50.0,41.0,0.0,111.0,72.0,37.0
51.0,66.0,0.0,111.0,72.0,37.0
73.0,127.0,0.0,111.0,72.0,37.0
96.0,269.0,0.0,111.0,72.0,37.0
75.0,148.0,0.0,111.0,72.0,37.0
26.0,68.0,0.0,111.0,72.0,37.0
26.0,45.0,0.0,111.0,72.0,37.0
23.0,18.0,0.0,111.0,72.0,37.0
15.0,12.0,0.0,111.0,72.0,37.0
6.0,20.0,0.0,111.0,72.0,37.0
2.0,11.0,0.0,100.0,39.0,11.0
3.0,2.0,0.0,100.0,39.0,11.0
6.0,3.0,0.0,100.0,39.0,11.0
2.0,4.0,0.0,100.0,39.0,11.0
0.0,2.0,0.0,100.0,39.0,11.0
5.0,1.0,0.0,100.0,39.0,11.0
9.0,7.0,0.0,100.0,39.0,11.0
12.0,12.0,0.0,100.0,39.0,11.0
22.0,28.0,0.0,100.0,39.0,11.0
27.0,33.0,0.0,100.0,39.0,11.0
51.0,34.0,0.0,100.0,39.0,11.0
65.0,43.0,0.0,100.0,39.0,11.0
69.0,41.0,0.0,100.0,39.0,11.0
58.0,46.0,0.0,100.0,39.0,11.0
76.0,70.0,0.0,100.0,39.0,11.0
93.0,72.0,0.0,100.0,39.0,11.0
46.0,51.0,0.0,100.0,39.0,11.0
32.0,13.0,0.0,100.0,39.0,11.0
24.0,19.0,0.0,100.0,39.0,11.0
8.0,14.0,0.0,100.0,39.0,11.0
7.0,13.0,0.0,100.0,39.0,11.0
6.0,22.0,0.0,100.0,39.0,11.0
9.0,7.0,0.0,100.0,39.0,11.0
9.0,14.0,0.0,100.0,39.0,11.0
6.0,10.0,0.0,128.0,17.0,35.0
9.0,4.0,0.0,128.0,17.0,35.0
1.0,5.0,0.0,128.0,17.0,35.0
1.0,2.0,0.0,128.0,17.0,35.0
2.0,1.0,0.0,128.0,17.0,35.0
2.0,1.0,0.0,128.0,17.0,35.0
2.0,8.0,0.0,128.0,17.0,35.0
8.0,3.0,0.0,128.0,17.0,35.0
25.0,22.0,0.0,128.0,17.0,35.0
48.0,35.0,0.0,128.0,17.0,35.0
58.0,34.0,0.0,128.0,17.0,35.0
66.0,43.0,0.0,128.0,17.0,35.0
84.0,41.0,0.0,128.0,17.0,35.0
73.0,85.0,0.0,128.0,17.0,35.0
86.0,48.0,0.0,128.0,17.0,35.0
55.0,53.0,0.0,128.0,17.0,35.0
58.0,49.0,0.0,128.0,17.0,35.0
29.0,31.0,0.0,128.0,17.0,35.0
21.0,22.0,0.0,128.0,17.0,35.0
15.0,22.0,0.0,128.0,17.0,35.0
9.0,15.0,0.0,128.0,17.0,35.0
8.0,12.0,0.0,128.0,17.0,35.0
8.0,3.0,0.0,128.0,17.0,35.0
3.0,6.0,0.0,128.0,17.0,35.0
2.0,2.0,0.0,122.0,67.0,59.0
0.0,2.0,0.0,122.0,67.0,59.0
1.0,0.0,0.0,122.0,67.0,59.0
3.0,1.0,0.0,122.0,67.0,59.0
2.0,0.0,0.0,122.0,67.0,59.0
28.0,7.0,0.0,122.0,67.0,59.0
66.0,33.0,0.0,122.0,67.0,59.0
26.0,151.0,0.0,122.0,67.0,59.0
0.0,242.0,0.0,122.0,67.0,59.0
0.0,155.0,0.0,122.0,67.0,59.0
0.0,53.0,0.0,122.0,67.0,59.0
2.0,54.0,0.0,122.0,67.0,59.0
1.0,43.0,0.0,122.0,67.0,59.0
0.0,56.0,0.0,122.0,67.0,59.0
2.0,59.0,0.0,122.0,67.0,59.0
54.0,65.0,0.0,122.0,67.0,59.0
77.0,123.0,0.0,122.0,67.0,59.0
114.0,278.0,0.0,122.0,67.0,59.0
75.0,235.0,0.0,122.0,67.0,59.0
43.0,82.0,0.0,122.0,67.0,59.0
15.0,44.0,0.0,122.0,67.0,59.0
21.0,28.0,0.0,122.0,67.0,59.0
9.0,14.0,0.0,122.0,67.0,59.0
7.0,8.0,0.0,122.0,67.0,59.0
3.0,7.0,0.0,100.0,83.0,40.0
1.0,3.0,0.0,100.0,83.0,40.0
1.0,2.0,0.0,100.0,83.0,40.0
3.0,4.0,0.0,100.0,83.0,40.0
4.0,0.0,0.0,100.0,83.0,40.0
21.0,3.0,0.0,100.0,83.0,40.0
65.0,28.0,0.0,100.0,83.0,40.0
220.0,15.0,0.0,100.0,83.0,40.0
319.0,0.0,0.0,100.0,83.0,40.0
169.0,1.0,0.0,100.0,83.0,40.0
64.0,0.0,0.0,100.0,83.0,40.0
63.0,0.0,0.0,100.0,83.0,40.0
60.0,2.0,0.0,100.0,83.0,40.0
0.0,50.0,0.0,100.0,83.0,40.0
5.0,62.0,0.0,100.0,83.0,40.0
51.0,60.0,0.0,100.0,83.0,40.0
72.0,111.0,0.0,100.0,83.0,40.0
106.0,259.0,0.0,100.0,83.0,40.0
99.0,230.0,0.0,100.0,83.0,40.0
49.0,78.0,0.0,100.0,83.0,40.0
23.0,39.0,0.0,100.0,83.0,40.0
10.0,20.0,0.0,100.0,83.0,40.0
8.0,15.0,0.0,100.0,83.0,40.0
4.0,15.0,0.0,100.0,83.0,40.0
4.0,3.0,28.0,89.0,61.0,16.0
3.0,2.0,28.0,89.0,61.0,16.0
2.0,1.0,28.0,89.0,61.0,16.0
2.0,1.0,28.0,89.0,61.0,16.0
4.0,1.0,28.0,89.0,61.0,16.0
20.0,3.0,28.0,89.0,61.0,16.0
54.0,17.0,28.0,89.0,61.0,16.0
25.0,143.0,28.0,89.0,61.0,16.0
6.0,240.0,28.0,89.0,61.0,16.0
0.0,135.0,28.0,89.0,61.0,16.0
1.0,58.0,28.0,89.0,61.0,16.0
0.0,38.0,28.0,89.0,61.0,16.0
31.0,2.0,28.0,89.0,61.0,16.0
36.0,0.0,28.0,89.0,61.0,16.0
44.0,7.0,28.0,89.0,61.0,16.0
36.0,44.0,28.0,89.0,61.0,16.0
54.0,92.0,28.0,89.0,61.0,16.0
93.0,226.0,28.0,89.0,61.0,16.0
78.0,211.0,28.0,89.0,61.0,16.0
44.0,78.0,28.0,89.0,61.0,16.0
18.0,43.0,28.0,89.0,61.0,16.0
17.0,15.0,28.0,89.0,61.0,16.0
9.0,13.0,28.0,89.0,61.0,16.0
6.0,19.0,28.0,89.0,61.0,16.0
2.0,7.0,130.0,94.0,67.0,31.0
2.0,2.0,130.0,94.0,67.0,31.0
2.0,1.0,130.0,94.0,67.0,31.0
0.0,2.0,130.0,94.0,67.0,31.0
2.0,2.0,130.0,94.0,67.0,31.0
18.0,5.0,130.0,94.0,67.0,31.0
58.0,20.0,130.0,94.0,67.0,31.0
165.0,11.0,130.0,94.0,67.0,31.0
305.0,3.0,130.0,94.0,67.0,31.0
143.0,0.0,130.0,94.0,67.0,31.0
76.0,0.0,130.0,94.0,67.0,31.0
39.0,0.0,130.0,94.0,67.0,31.0
38.0,3.0,130.0,94.0,67.0,31.0
50.0,0.0,130.0,94.0,67.0,31.0
39.0,5.0,130.0,94.0,67.0,31.0
32.0,34.0,130.0,94.0,67.0,31.0
49.0,88.0,130.0,94.0,67.0,31.0
84.0,204.0,130.0,94.0,67.0,31.0
63.0,175.0,130.0,94.0,67.0,31.0
35.0,66.0,130.0,94.0,67.0,31.0
11.0,38.0,130.0,94.0,67.0,31.0
9.0,25.0,130.0,94.0,67.0,31.0
5.0,12.0,130.0,94.0,67.0,31.0
2.0,9.0,130.0,94.0,67.0,31.0
2.0,5.0,30.0,111.0,72.0,43.0
0.0,3.0,30.0,111.0,72.0,43.0
1.0,0.0,30.0,111.0,72.0,43.0
1.0,0.0,30.0,111.0,72.0,43.0
4.0,0.0,30.0,111.0,72.0,43.0
10.0,4.0,30.0,111.0,72.0,43.0
46.0,20.0,30.0,111.0,72.0,43.0
95.0,44.0,30.0,111.0,72.0,43.0
144.0,79.0,30.0,111.0,72.0,43.0
129.0,61.0,30.0,111.0,72.0,43.0
50.0,20.0,30.0,111.0,72.0,43.0
38.0,31.0,30.0,111.0,72.0,43.0
38.0,32.0,30.0,111.0,72.0,43.0
40.0,34.0,30.0,111.0,72.0,43.0
28.0,38.0,30.0,111.0,72.0,43.0
42.0,47.0,30.0,111.0,72.0,43.0
61.0,117.0,30.0,111.0,72.0,43.0
85.0,153.0,30.0,111.0,72.0,43.0
63.0,104.0,30.0,111.0,72.0,43.0
27.0,57.0,30.0,111.0,72.0,43.0
23.0,25.0,30.0,111.0,72.0,43.0
9.0,23.0,30.0,111.0,72.0,43.0
11.0,10.0,30.0,111.0,72.0,43.0
6.0,10.0,30.0,111.0,72.0,43.0
5.0,9.0,196.0,128.0,67.0,55.0
6.0,6.0,196.0,128.0,67.0,55.0
5.0,1.0,196.0,128.0,67.0,55.0
0.0,2.0,196.0,128.0,67.0,55.0
1.0,0.0,196.0,128.0,67.0,55.0
4.0,2.0,196.0,128.0,67.0,55.0
5.0,7.0,196.0,128.0,67.0,55.0
7.0,5.0,196.0,128.0,67.0,55.0
18.0,11.0,196.0,128.0,67.0,55.0
6.0,8.0,196.0,128.0,67.0,55.0
16.0,15.0,196.0,128.0,67.0,55.0
12.0,9.0,196.0,128.0,67.0,55.0
12.0,17.0,196.0,128.0,67.0,55.0
17.0,14.0,196.0,128.0,67.0,55.0
18.0,13.0,196.0,128.0,67.0,55.0
15.0,10.0,196.0,128.0,67.0,55.0
23.0,14.0,196.0,128.0,67.0,55.0
10.0,11.0,196.0,128.0,67.0,55.0
14.0,11.0,196.0,128.0,67.0,55.0
4.0,5.0,196.0,128.0,67.0,55.0
11.0,6.0,196.0,128.0,67.0,55.0
3.0,3.0,196.0,128.0,67.0,55.0
2.0,5.0,196.0,128.0,67.0,55.0
2.0,4.0,196.0,128.0,67.0,55.0
7.0,7.0,0.0,128.0,100.0,52.0
1.0,7.0,0.0,128.0,100.0,52.0
2.0,10.0,0.0,128.0,100.0,52.0
4.0,1.0,0.0,128.0,100.0,52.0
3.0,1.0,0.0,128.0,100.0,52.0
3.0,1.0,0.0,128.0,100.0,52.0
2.0,7.0,0.0,128.0,100.0,52.0
8.0,7.0,0.0,128.0,100.0,52.0
18.0,11.0,0.0,128.0,100.0,52.0
30.0,20.0,0.0,128.0,100.0,52.0
31.0,27.0,0.0,128.0,100.0,52.0
50.0,28.0,0.0,128.0,100.0,52.0
39.0,40.0,0.0,128.0,100.0,52.0
55.0,38.0,0.0,128.0,100.0,52.0
50.0,21.0,0.0,128.0,100.0,52.0
51.0,44.0,0.0,128.0,100.0,52.0
23.0,31.0,0.0,128.0,100.0,52.0
18.0,34.0,0.0,128.0,100.0,52.0
18.0,13.0,0.0,128.0,100.0,52.0
7.0,9.0,0.0,128.0,100.0,52.0
8.0,3.0,0.0,128.0,100.0,52.0
10.0,6.0,0.0,128.0,100.0,52.0
9.0,16.0,0.0,128.0,100.0,52.0
7.0,8.0,0.0,128.0,100.0,52.0
4.0,4.0,0.0,106.0,61.0,15.0
0.0,1.0,0.0,106.0,61.0,15.0
2.0,1.0,0.0,106.0,61.0,15.0
3.0,0.0,0.0,106.0,61.0,15.0
3.0,0.0,0.0,106.0,61.0,15.0
21.0,8.0,0.0,106.0,61.0,15.0
47.0,29.0,0.0,106.0,61.0,15.0
145.0,59.0,0.0,106.0,61.0,15.0
211.0,88.0,0.0,106.0,61.0,15.0
112.0,51.0,0.0,106.0,61.0,15.0
47.0,34.0,0.0,106.0,61.0,15.0
46.0,40.0,0.0,106.0,61.0,15.0
29.0,20.0,0.0,106.0,61.0,15.0
38.0,31.0,0.0,106.0,61.0,15.0
58.0,46.0,0.0,106.0,61.0,15.0
52.0,61.0,0.0,106.0,61.0,15.0
56.0,126.0,0.0,106.0,61.0,15.0
103.0,243.0,0.0,106.0,61.0,15.0
59.0,160.0,0.0,106.0,61.0,15.0
36.0,64.0,0.0,106.0,61.0,15.0
18.0,21.0,0.0,106.0,61.0,15.0
17.0,18.0,0.0,106.0,61.0,15.0
16.0,12.0,0.0,106.0,61.0,15.0
9.0,7.0,0.0,106.0,61.0,15.0
3.0,10.0,206.0,122.0,50.0,38.0
3.0,5.0,206.0,122.0,50.0,38.0
4.0,1.0,206.0,122.0,50.0,38.0
2.0,0.0,206.0,122.0,50.0,38.0
3.0,1.0,206.0,122.0,50.0,38.0
15.0,4.0,206.0,122.0,50.0,38.0
40.0,13.0,206.0,122.0,50.0,38.0
101.0,46.0,206.0,122.0,50.0,38.0
143.0,50.0,206.0,122.0,50.0,38.0
72.0,45.0,206.0,122.0,50.0,38.0
36.0,36.0,206.0,122.0,50.0,38.0
26.0,20.0,206.0,122.0,50.0,38.0
35.0,28.0,206.0,122.0,50.0,38.0
47.0,19.0,206.0,122.0,50.0,38.0
23.0,30.0,206.0,122.0,50.0,38.0
24.0,45.0,206.0,122.0,50.0,38.0
37.0,72.0,206.0,122.0,50.0,38.0
43.0,124.0,206.0,122.0,50.0,38.0
39.0,67.0,206.0,122.0,50.0,38.0
11.0,20.0,206.0,122.0,50.0,38.0
3.0,21.0,206.0,122.0,50.0,38.0
4.0,4.0,206.0,122.0,50.0,38.0
6.0,6.0,206.0,122.0,50.0,38.0
10.0,3.0,206.0,122.0,50.0,38.0
1.0,4.0,53.0,72.0,39.0,18.0
4.0,2.0,53.0,72.0,39.0,18.0
1.0,0.0,53.0,72.0,39.0,18.0
1.0,3.0,53.0,72.0,39.0,18.0
2.0,0.0,53.0,72.0,39.0,18.0
6.0,0.0,53.0,72.0,39.0,18.0
19.0,8.0,53.0,72.0,39.0,18.0
46.0,15.0,53.0,72.0,39.0,18.0
51.0,26.0,53.0,72.0,39.0,18.0
40.0,22.0,53.0,72.0,39.0,18.0
30.0,14.0,53.0,72.0,39.0,18.0
24.0,26.0,53.0,72.0,39.0,18.0
29.0,30.0,53.0,72.0,39.0,18.0
30.0,33.0,53.0,72.0,39.0,18.0
26.0,44.0,53.0,72.0,39.0,18.0
49.0,56.0,53.0,72.0,39.0,18.0
32.0,40.0,53.0,72.0,39.0,18.0
17.0,28.0,53.0,72.0,39.0,18.0
6.0,10.0,53.0,72.0,39.0,18.0
3.0,9.0,53.0,72.0,39.0,18.0
3.0,5.0,53.0,72.0,39.0,18.0
2.0,4.0,53.0,72.0,39.0,18.0
5.0,2.0,53.0,72.0,39.0,18.0
3.0,2.0,53.0,72.0,39.0,18.0
0.0,1.0,0.0,78.0,28.0,22.0
1.0,2.0,0.0,78.0,28.0,22.0
0.0,1.0,0.0,78.0,28.0,22.0
0.0,0.0,0.0,78.0,28.0,22.0
0.0,1.0,0.0,78.0,28.0,22.0
3.0,0.0,0.0,78.0,28.0,22.0
2.0,2.0,0.0,78.0,28.0,22.0
1.0,3.0,0.0,78.0,28.0,22.0
2.0,5.0,0.0,78.0,28.0,22.0
16.0,4.0,0.0,78.0,28.0,22.0
23.0,8.0,0.0,78.0,28.0,22.0
14.0,13.0,0.0,78.0,28.0,22.0
24.0,10.0,0.0,78.0,28.0,22.0
45.0,32.0,0.0,78.0,28.0,22.0
36.0,38.0,0.0,78.0,28.0,22.0
41.0,23.0,0.0,78.0,28.0,22.0
11.0,15.0,0.0,78.0,28.0,22.0
5.0,7.0,0.0,78.0,28.0,22.0
4.0,9.0,0.0,78.0,28.0,22.0
11.0,7.0,0.0,78.0,28.0,22.0
2.0,6.0,0.0,78.0,28.0,22.0
2.0,3.0,0.0,78.0,28.0,22.0
5.0,6.0,0.0,78.0,28.0,22.0
5.0,2.0,0.0,78.0,28.0,22.0
4.0,2.0,0.0,56.0,17.0,12.0
3.0,1.0,0.0,56.0,17.0,12.0
1.0,0.0,0.0,56.0,17.0,12.0
1.0,0.0,0.0,56.0,17.0,12.0
0.0,1.0,0.0,56.0,17.0,12.0
7.0,4.0,0.0,56.0,17.0,12.0
10.0,11.0,0.0,56.0,17.0,12.0
31.0,19.0,0.0,56.0,17.0,12.0
32.0,20.0,0.0,56.0,17.0,12.0
45.0,31.0,0.0,56.0,17.0,12.0
31.0,20.0,0.0,56.0,17.0,12.0
30.0,18.0,0.0,56.0,17.0,12.0
38.0,35.0,0.0,56.0,17.0,12.0
47.0,41.0,0.0,56.0,17.0,12.0
47.0,58.0,0.0,56.0,17.0,12.0
43.0,69.0,0.0,56.0,17.0,12.0
47.0,55.0,0.0,56.0,17.0,12.0
26.0,47.0,0.0,56.0,17.0,12.0
12.0,37.0,0.0,56.0,17.0,12.0
14.0,11.0,0.0,56.0,17.0,12.0
2.0,6.0,0.0,56.0,17.0,12.0
5.0,12.0,0.0,56.0,17.0,12.0
6.0,9.0,0.0,56.0,17.0,12.0
3.0,7.0,0.0,56.0,17.0,12.0
1.0,6.0,33.0,94.0,44.0,49.0
4.0,1.0,33.0,94.0,44.0,49.0
2.0,0.0,33.0,94.0,44.0,49.0
1.0,0.0,33.0,94.0,44.0,49.0
0.0,0.0,33.0,94.0,44.0,49.0
2.0,3.0,33.0,94.0,44.0,49.0
11.0,8.0,33.0,94.0,44.0,49.0
5.0,2.0,33.0,94.0,44.0,49.0
12.0,17.0,33.0,94.0,44.0,49.0
10.0,12.0,33.0,94.0,44.0,49.0
28.0,12.0,33.0,94.0,44.0,49.0
19.0,13.0,33.0,94.0,44.0,49.0
34.0,40.0,33.0,94.0,44.0,49.0
28.0,24.0,33.0,94.0,44.0,49.0
36.0,16.0,33.0,94.0,44.0,49.0
17.0,18.0,33.0,94.0,44.0,49.0
12.0,19.0,33.0,94.0,44.0,49.0
20.0,20.0,33.0,94.0,44.0,49.0
9.0,12.0,33.0,94.0,44.0,49.0
6.0,9.0,33.0,94.0,44.0,49.0
10.0,6.0,33.0,94.0,44.0,49.0
8.0,10.0,33.0,94.0,44.0,49.0
2.0,7.0,33.0,94.0,44.0,49.0
4.0,7.0,33.0,94.0,44.0,49.0
1.0,5.0,41.0,67.0,28.0,18.0
2.0,1.0,41.0,67.0,28.0,18.0
0.0,0.0,41.0,67.0,28.0,18.0
0.0,1.0,41.0,67.0,28.0,18.0
2.0,0.0,41.0,67.0,28.0,18.0
1.0,5.0,41.0,67.0,28.0,18.0
0.0,5.0,41.0,67.0,28.0,18.0
7.0,2.0,41.0,67.0,28.0,18.0
19.0,7.0,41.0,67.0,28.0,18.0
32.0,24.0,41.0,67.0,28.0,18.0
54.0,21.0,41.0,67.0,28.0,18.0
38.0,39.0,41.0,67.0,28.0,18.0
38.0,35.0,41.0,67.0,28.0,18.0
38.0,32.0,41.0,67.0,28.0,18.0
27.0,16.0,41.0,67.0,28.0,18.0
21.0,18.0,41.0,67.0,28.0,18.0
18.0,18.0,41.0,67.0,28.0,18.0
14.0,21.0,41.0,67.0,28.0,18.0
13.0,11.0,41.0,67.0,28.0,18.0
11.0,6.0,41.0,67.0,28.0,18.0
4.0,7.0,41.0,67.0,28.0,18.0
6.0,5.0,41.0,67.0,28.0,18.0
3.0,9.0,41.0,67.0,28.0,18.0
3.0,4.0,41.0,67.0,28.0,18.0
1.0,3.0,0.0,61.0,6.0,43.0
